Episode,Step,Agent,Health Score,Wear,Reward,Latency (ms)
1,10,Baseline,99.5,0.010000000000000002,0.99,0.37300001713447273
1,20,Baseline,99.0,0.02000000000000001,0.98,0.3291000030003488
1,30,Baseline,98.5,0.03000000000000002,0.97,0.3273999900557101
1,40,Baseline,98.0,0.04000000000000003,0.96,0.3276000206824392
1,50,Baseline,97.5,0.05000000000000004,0.95,0.3299000090919435
1,60,Baseline,97.0,0.060000000000000046,0.94,0.3273000183980912
1,70,Baseline,96.5,0.07000000000000005,0.9299999999999999,0.3501000173855573
1,80,Baseline,96.0,0.08000000000000006,0.9199999999999999,0.32820002525113523
1,90,Baseline,95.5,0.09000000000000007,0.9099999999999999,0.3436999977566302
1,100,Baseline,95.0,0.10000000000000007,0.8999999999999999,0.3711000026669353
1,110,Baseline,94.5,0.11000000000000008,0.8899999999999999,0.3302000113762915
1,120,Baseline,94.0,0.12000000000000009,0.8799999999999999,0.3282999969087541
1,130,Baseline,93.5,0.1300000000000001,0.8700000000000001,0.32469999860040843
1,140,Baseline,93.0,0.1400000000000001,0.8600000000000001,0.32530000316910446
1,150,Baseline,92.5,0.1500000000000001,0.8500000000000001,0.23299999884329736
1,160,Baseline,92.0,0.16000000000000011,0.8400000000000001,0.32580000697635114
1,170,Baseline,91.5,0.17000000000000012,0.8300000000000001,0.32640001154504716
1,180,Baseline,91.0,0.18000000000000013,0.8200000000000001,0.3209999995306134
1,190,Baseline,90.5,0.19000000000000014,0.81,0.3245999978389591
1,200,Baseline,90.0,0.20000000000000015,0.8,0.34270001924596727
2,10,Baseline,99.5,0.010000000000000002,0.99,0.36410000757314265
2,20,Baseline,99.0,0.02000000000000001,0.98,0.2072000061161816
2,30,Baseline,98.5,0.03000000000000002,0.97,0.3268000145908445
2,40,Baseline,98.0,0.04000000000000003,0.96,0.3480000013951212
2,50,Baseline,97.5,0.05000000000000004,0.95,0.26149998302571476
2,60,Baseline,97.0,0.060000000000000046,0.94,0.3460999869275838
2,70,Baseline,96.5,0.07000000000000005,0.9299999999999999,0.3353999927639961
2,80,Baseline,96.0,0.08000000000000006,0.9199999999999999,0.32619998091831803
