Episode,Step,Agent,Health Score,Wear,Reward,Latency (ms)
1,10,Baseline,99.5,0.010000000000000002,0.99,0.3934999986086041
1,20,Baseline,99.0,0.02000000000000001,0.98,0.3426000002946239
1,30,Baseline,98.5,0.03000000000000002,0.97,0.4121999991184566
1,40,Baseline,98.0,0.04000000000000003,0.96,0.4229000005580019
1,50,Baseline,97.5,0.05000000000000004,0.95,0.4030999989481643
1,60,Baseline,97.0,0.060000000000000046,0.94,0.5147999982000329
1,70,Baseline,96.5,0.07000000000000005,0.9299999999999999,0.6066999994800426
1,80,Baseline,96.0,0.08000000000000006,0.9199999999999999,0.6309999989753123
1,90,Baseline,95.5,0.09000000000000007,0.9099999999999999,0.5691000005754177
1,100,Baseline,95.0,0.10000000000000007,0.8999999999999999,0.5120999994687736
1,110,Baseline,94.5,0.11000000000000008,0.8899999999999999,0.6262999995669816
1,120,Baseline,94.0,0.12000000000000009,0.8799999999999999,0.5457000006572343
1,130,Baseline,93.5,0.1300000000000001,0.8700000000000001,0.6484999976237305
1,140,Baseline,93.0,0.1400000000000001,0.8600000000000001,0.5095000014989637
1,150,Baseline,92.5,0.1500000000000001,0.8500000000000001,0.5311999993864447
1,160,Baseline,92.0,0.16000000000000011,0.8400000000000001,0.3623000011430122
1,170,Baseline,91.5,0.17000000000000012,0.8300000000000001,0.38470000072265975
1,180,Baseline,91.0,0.18000000000000013,0.8200000000000001,0.3541000005498063
1,190,Baseline,90.5,0.19000000000000014,0.81,0.4138000003877096
1,200,Baseline,90.0,0.20000000000000015,0.8,0.3590000014810357
2,10,Baseline,99.5,0.010000000000000002,0.99,0.43229999937466346
2,20,Baseline,99.0,0.02000000000000001,0.98,0.4985999985365197
2,30,Baseline,98.5,0.03000000000000002,0.97,0.3583999969123397
2,40,Baseline,98.0,0.04000000000000003,0.96,0.411000000895001
2,50,Baseline,97.5,0.05000000000000004,0.95,0.44179999895277433
2,60,Baseline,97.0,0.060000000000000046,0.94,0.3782999992836267
2,70,Baseline,96.5,0.07000000000000005,0.9299999999999999,0.378400000045076
2,80,Baseline,96.0,0.08000000000000006,0.9199999999999999,0.4050999996252358
2,90,Baseline,95.5,0.09000000000000007,0.9099999999999999,0.4331999989517499
2,100,Baseline,95.0,0.10000000000000007,0.8999999999999999,0.37800000063725747
2,110,Baseline,94.5,0.11000000000000008,0.8899999999999999,0.332799998432165
2,120,Baseline,94.0,0.12000000000000009,0.8799999999999999,0.342100000125356
2,130,Baseline,93.5,0.1300000000000001,0.8700000000000001,0.3857000010611955
2,140,Baseline,93.0,0.1400000000000001,0.8600000000000001,0.3859000025840942
2,150,Baseline,92.5,0.1500000000000001,0.8500000000000001,0.34529999902588315
2,160,Baseline,92.0,0.16000000000000011,0.8400000000000001,0.4044999986945186
2,170,Baseline,91.5,0.17000000000000012,0.8300000000000001,0.37710000106017105
2,180,Baseline,91.0,0.18000000000000013,0.8200000000000001,0.343399999110261
2,190,Baseline,90.5,0.19000000000000014,0.81,0.3666000011435244
2,200,Baseline,90.0,0.20000000000000015,0.8,0.3749999996216502
3,10,Baseline,99.5,0.010000000000000002,0.99,0.3619999988586642
3,20,Baseline,99.0,0.02000000000000001,0.98,0.4729000029328745
3,30,Baseline,98.5,0.03000000000000002,0.97,0.374700000975281
3,40,Baseline,98.0,0.04000000000000003,0.96,0.3386999997019302
3,50,Baseline,97.5,0.05000000000000004,0.95,0.28870000096503645
3,60,Baseline,97.0,0.060000000000000046,0.94,0.2717000024858862
3,70,Baseline,96.5,0.07000000000000005,0.9299999999999999,0.35120000029564835
3,80,Baseline,96.0,0.08000000000000006,0.9199999999999999,0.24000000121304765
3,90,Baseline,95.5,0.09000000000000007,0.9099999999999999,0.4134999981033616
3,100,Baseline,95.0,0.10000000000000007,0.8999999999999999,0.29210000138846226
3,110,Baseline,94.5,0.11000000000000008,0.8899999999999999,0.2886000002035871
3,120,Baseline,94.0,0.12000000000000009,0.8799999999999999,0.2527999968151562
3,130,Baseline,93.5,0.1300000000000001,0.8700000000000001,0.24869999833754264
3,140,Baseline,93.0,0.1400000000000001,0.8600000000000001,0.2705000006244518
3,150,Baseline,92.5,0.1500000000000001,0.8500000000000001,0.289100000372855
3,160,Baseline,92.0,0.16000000000000011,0.8400000000000001,0.2668000015546568
3,170,Baseline,91.5,0.17000000000000012,0.8300000000000001,0.2488999998604413
3,180,Baseline,91.0,0.18000000000000013,0.8200000000000001,0.2562000008765608
3,190,Baseline,90.5,0.19000000000000014,0.81,0.2372999988438096
3,200,Baseline,90.0,0.20000000000000015,0.8,0.6351999982143752
1,10,PPO,99.55000305175781,0.009070274420082569,0.9892163276672363,0.7303999991563614
1,20,PPO,99.08999633789062,0.018137643113732338,0.9799984097480774,0.7173999983933754
1,30,PPO,98.63999938964844,0.027202121913433075,0.9709805846214294,0.8048000017879531
1,40,PPO,98.19000244140625,0.03626371920108795,0.9619628190994263,0.7275999996636529
1,50,PPO,97.7300033569336,0.04532245174050331,0.9527449607849121,0.743499997042818
1,60,PPO,97.27999877929688,0.054378341883420944,0.9437270164489746,0.7891999994171783
1,70,PPO,96.83000183105469,0.06343141943216324,0.9347091913223267,0.787000000855187
1,80,PPO,96.37999725341797,0.07248171418905258,0.9256910681724548,0.8250999999290798
1,90,PPO,95.91999816894531,0.08152922242879868,0.9164732098579407,0.7141000023693778
