Dataset,Configuration,Metric,Seed_13,Seed_42,Seed_87,Seed_123,Seed_2024,Mean,SD,CI95_Lower,CI95_Upper
Gas_Turbine,A2C,latency_s,0.0029426699987379836,0.0034419609981705436,0.002942554000474047,0.0035790129989618437,0.0026515330007532614,0.0031115461994195358,0.0003861310740267617,0.0026321780083429784,0.003590914390496093
Gas_Turbine,AIDA-Twin_minus_ADWIN,accuracy,0.9599999999904,0.9299999999906999,0.9499999999905,0.9799999999901999,0.9499999999905,0.95399999999046,0.018165902124403287,0.9314476693794161,0.9765523306015039
Gas_Turbine,AIDA-Twin_minus_ADWIN,precision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas_Turbine,AIDA-Twin_minus_ADWIN,recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas_Turbine,AIDA-Twin_minus_ADWIN,macro_f1,0.4897959181124531,0.48186528471942863,0.48717948692465485,0.4949494946945209,0.48717948692465485,0.48819393427514246,0.004751682882088626,0.48229488656576697,0.49409298198451795
Gas_Turbine,AIDA-Twin_minus_ADWIN,latency_s,0.001781495000468567,0.0019003110021003522,0.0015256599994609133,0.0022960949994740077,0.0014885519983363338,0.0017984225999680345,0.00032740068468732766,0.0013919661282340006,0.002204879071702068
Gas_Turbine,Full,accuracy,0.9599999999904,0.9299999999906999,0.0499999999995,0.0199999999998,0.9499999999905,0.58199999999418,0.49956981493581915,-0.0381984108843928,1.2021984108727528
Gas_Turbine,Full,precision,0.0,0.0,0.0499999999995,0.0199999999998,0.0,0.01399999999986,0.021908902299987557,-0.013199134103732416,0.04119913410345241
Gas_Turbine,Full,recall,0.0,0.0,0.9999999998,0.9999999995,0.0,0.39999999986,0.5477225573134632,-0.2799783524986177,1.0799783522186177
Gas_Turbine,Full,macro_f1,0.4897959181124531,0.48186528471942863,0.04761904757278911,0.01960784311764706,0.48717948692465485,0.3052135160893945,0.24814997263889488,-0.0028559750786739113,0.6132830072574629
Gas_Turbine,Full,latency_s,0.0025597550018574113,0.00292831499944441,0.0029421569971600546,0.002517659998848103,0.002741898997919634,0.002737957199045922,0.00019889448647371724,0.002491036667109146,0.0029848777309826983
Gas_Turbine,PPO,accuracy,0.9599999999904,0.9299999999906999,0.0499999999995,0.0199999999998,0.9499999999905,0.58199999999418,0.49956981493581915,-0.0381984108843928,1.2021984108727528
Gas_Turbine,PPO,precision,0.0,0.0,0.0499999999995,0.0199999999998,0.0,0.01399999999986,0.021908902299987557,-0.013199134103732416,0.04119913410345241
Gas_Turbine,PPO,recall,0.0,0.0,0.9999999998,0.9999999995,0.0,0.39999999986,0.5477225573134632,-0.2799783524986177,1.0799783522186177
Gas_Turbine,PPO,macro_f1,0.4897959181124531,0.48186528471942863,0.04761904757278911,0.01960784311764706,0.48717948692465485,0.3052135160893945,0.24814997263889488,-0.0028559750786739113,0.6132830072574629
Gas_Turbine,PPO,latency_s,0.0027278059994569046,0.002864434001094196,0.002638698000519071,0.00260598700173432,0.004055249998637009,0.0029784350002883,0.0006102213543425843,0.0022208665825566107,0.003736003418019989
Gas_Turbine,Rule-based,accuracy,0.9599999999904,0.9299999999906999,0.9499999999905,0.9799999999901999,0.9499999999905,0.95399999999046,0.018165902124403287,0.9314476693794161,0.9765523306015039
Gas_Turbine,Rule-based,precision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas_Turbine,Rule-based,recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas_Turbine,Rule-based,macro_f1,0.4897959181124531,0.48186528471942863,0.48717948692465485,0.4949494946945209,0.48717948692465485,0.48819393427514246,0.004751682882088626,0.48229488656576697,0.49409298198451795
Gas_Turbine,Rule-based,latency_s,0.0013648169988300651,0.0013141189989983105,0.0018992630005232058,0.0013700300006894396,0.0013892189998296089,0.001467489599774126,0.00024295942769874196,0.0011658639881745024,0.0017691152113737496
Gas_Turbine,SAC,accuracy,0.0399999999996,0.9299999999906999,0.9499999999905,0.9799999999901999,0.9499999999905,0.7699999999923,0.4084727653059173,0.26289538246761524,1.2771046175169847
Gas_Turbine,SAC,precision,0.0399999999996,0.0,0.0,0.0,0.0,0.00799999999992,0.017888543819819434,-0.01420799999985792,0.03020799999969792
Gas_Turbine,SAC,recall,0.99999999975,0.0,0.0,0.0,0.0,0.19999999995,0.4472135953881546,-0.35519999991119994,0.7551999998112
Gas_Turbine,SAC,macro_f1,0.03846153842381657,0.48186528471942863,0.48717948692465485,0.4949494946945209,0.48717948692465485,0.39792705833741515,0.20100151182828277,0.14839072829292063,0.6474633883819096
Gas_Turbine,SAC,latency_s,0.0036502520018257202,0.005376336000917945,0.004300904999836348,0.0031757559994002806,0.003313154000788927,0.003963280600553844,0.0009016044443455631,0.002843970292151774,0.005082590908955914
