Configuration,Accuracy_Mean,Accuracy_SD,Accuracy_CI95_Lower,Accuracy_CI95_Upper,Precision_Mean,Precision_SD,Precision_CI95_Lower,Precision_CI95_Upper,Recall_Mean,Recall_SD,Recall_CI95_Lower,Recall_CI95_Upper,Macro-F1_Mean,Macro-F1_SD,Macro-F1_CI95_Lower,Macro-F1_CI95_Upper,Decision latency (s)_Mean,Decision latency (s)_SD,Decision latency (s)_CI95_Lower,Decision latency (s)_CI95_Upper,Adaptation time (steps)_Mean,Adaptation time (steps)_SD,Adaptation time (steps)_CI95_Lower,Adaptation time (steps)_CI95_Upper,Detection delay (steps)_Mean,Detection delay (steps)_SD,Detection delay (steps)_CI95_Lower,Detection delay (steps)_CI95_Upper
AIDA-Twin⁻ᴬᴰᵂᴵᴺ (Baseline PID),0.99999999999,0.0,0.99999999999,0.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499999999745,0.0,0.499999999745,0.499999999745,0.00347439233531786,0.0006108894341519318,0.002715994519925004,0.004232790150710717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
