# HARDWARE
{"CPU": "Intel64 Family 6 Model 154 Stepping 4, GenuineIntel", "Cores": 12, "OS": "Windows 11", "RAM_GB": 7.68, "Python": "3.13.5"}

# SCALABILITY
Num_Twins,CPU_Percent_Mean,CPU_Percent_SD,Memory_MB_Mean,Memory_MB_SD,Resp_Time_ms_Mean,Resp_Time_ms_SD
1,828.1,51.447993158139795,149.534375,0.0015625,13.595320016611367,3.7433138008302578
10,884.9799999999999,108.34178141418941,155.27421875,0.06852769456121371,78.85492999572307,1.6226970780063867
50,830.3199999999999,127.95638944577954,185.525,0.8766920024658034,372.2904760004021,41.55871473113744
100,824.5200000000001,130.0241116101164,208.22578125,2.1618380376827204,944.555781800882,197.67962614131238

# COMMUNICATION
Raw_Bytes_Per_Step,Event_Bytes_Per_Step,Reduction_Percent,Event_Rate
247.789,59.614,75.94162775587294,0.847
